State,Latitude,Longitude,Rainfall,Soil_Moisture,Slope,Elevation,Temperature,Risk
Arunachal Pradesh,27.924307,93.349779,193.1,0.465,43.3,2819.5,11.7,High
Sikkim,28.104643,88.010803,172.6,0.464,46.8,2176.2,16.7,Moderate
Nagaland,26.250348,94.781327,40.4,0.346,24.8,462.2,26.7,Low
Assam,26.037076,90.238039,117.2,0.23,21.7,886.8,23.2,Moderate
Nagaland,27.047677,94.336021,142.8,0.189,41.2,1488.5,20.6,Moderate
Meghalaya,25.737023,90.509829,220.2,0.332,31.8,1460.4,21.6,Moderate
Arunachal Pradesh,27.950494,93.860322,327.5,0.638,32.6,1379.8,18.8,High
Arunachal Pradesh,26.724688,92.083882,246.8,0.46,52.9,1969.0,18.6,High
Mizoram,24.077429,92.511766,36.5,0.068,37.7,1726.5,22.9,Low
Meghalaya,25.23395,91.314734,189.1,0.351,24.5,1473.8,23.2,Low
Arunachal Pradesh,28.806241,91.840706,97.3,0.367,42.2,2231.4,15.8,Moderate
Meghalaya,25.69217,90.157631,53.3,0.144,37.4,2056.9,16.8,Moderate
Assam,24.153136,90.032287,61.2,0.23,25.9,917.5,25.5,Low
Manipur,25.384912,93.21235,44.0,0.247,55.2,2543.2,18.1,Moderate
Arunachal Pradesh,26.635454,93.908449,500.0,0.876,14.7,321.5,32.0,High
Mizoram,24.094383,92.541131,125.1,0.415,36.8,1998.3,17.8,Moderate
Assam,25.771193,89.951512,117.3,0.291,2.0,428.0,26.7,Low
Sikkim,27.538894,88.519852,80.3,0.235,51.3,2258.5,9.0,Low
Meghalaya,25.685088,90.79728,12.1,0.162,21.5,1147.7,25.1,Low
Sikkim,27.37864,88.095961,137.3,0.291,35.9,1527.3,25.6,Low
Nagaland,25.896917,93.498989,85.7,0.178,11.7,1084.6,20.0,Low
Assam,27.219703,95.787528,74.6,0.082,37.8,1592.7,19.9,Low
Sikkim,28.164089,88.778564,31.4,0.185,46.1,1939.5,21.5,Moderate
Tripura,23.861267,91.911125,123.8,0.325,25.9,1871.8,21.5,Low
Tripura,23.356329,91.820002,99.8,0.376,8.3,50.0,29.9,Low
Arunachal Pradesh,27.866949,94.151095,63.1,0.251,50.5,1962.6,16.9,Moderate
Meghalaya,25.909332,90.645755,117.7,0.406,16.3,2023.1,18.5,Moderate
Manipur,24.404275,94.664355,53.2,0.084,35.3,1465.9,22.6,Low
Assam,24.236142,92.759496,59.7,0.217,30.7,1543.3,20.8,Low
Arunachal Pradesh,29.238402,94.856997,207.3,0.416,31.3,1370.3,21.7,Moderate
Mizoram,23.320658,92.524667,118.2,0.334,13.8,838.2,30.1,Low
Nagaland,25.852223,95.004097,63.3,0.155,20.6,1824.9,21.7,Low
Meghalaya,25.671062,91.344227,43.7,0.168,2.0,240.9,28.1,Low
Assam,24.418235,89.800977,144.8,0.395,55.3,3306.8,11.7,Moderate
Tripura,24.441896,91.490082,37.5,0.102,2.0,324.9,30.1,Low
Assam,26.533495,90.202205,58.6,0.314,38.5,1940.3,17.2,Moderate
Manipur,25.097917,94.67862,234.8,0.529,32.8,1379.9,21.7,Moderate
Tripura,23.821064,91.16395,212.9,0.284,13.4,525.3,28.0,Moderate
Manipur,24.905271,94.379425,119.3,0.241,50.4,2063.8,16.7,Moderate
Mizoram,22.956683,93.343789,32.0,0.067,38.9,1032.0,25.4,Low
Nagaland,26.432498,95.098498,93.8,0.361,45.1,1761.1,16.3,Moderate
Mizoram,23.521114,92.370674,43.0,0.233,5.9,723.4,28.2,Low
Arunachal Pradesh,27.429075,92.609872,134.5,0.11,33.5,1600.1,18.1,Low
Arunachal Pradesh,29.226479,95.6822,290.2,0.328,18.3,769.3,22.0,Moderate
Mizoram,23.658636,92.591256,153.5,0.396,37.6,1278.8,22.9,Moderate
Nagaland,25.549685,94.812902,159.7,0.071,22.8,612.3,30.7,Low
Mizoram,23.132811,92.493526,104.8,0.461,29.3,1584.5,23.3,Low
Nagaland,26.371582,93.380668,196.1,0.328,45.3,2857.3,13.5,Moderate
Nagaland,25.819723,94.237114,59.6,0.243,22.2,1640.7,17.4,Low
Sikkim,27.17755,88.886189,216.9,0.434,15.2,1680.4,20.5,Moderate
Tripura,23.234556,91.169459,235.0,0.557,20.1,1455.2,18.9,Moderate
Meghalaya,25.244242,92.107183,106.2,0.416,47.3,2732.3,10.8,Moderate
Nagaland,26.008461,94.430832,195.8,0.39,23.6,1137.5,22.2,Moderate
Manipur,23.839917,93.061976,154.8,0.353,31.6,1213.1,22.1,Moderate
Nagaland,26.047069,94.93331,98.0,0.354,32.1,1778.3,20.1,Low
Nagaland,26.881954,93.473413,95.5,0.451,18.4,1205.6,21.5,Low
Nagaland,26.22289,95.126459,62.6,0.405,30.7,991.5,28.4,Low
Sikkim,27.465567,88.746609,74.0,0.338,26.3,892.9,22.3,Low
Tripura,23.113913,92.216013,80.0,0.315,42.5,1858.8,14.8,Low
Sikkim,27.901708,88.847201,62.3,0.179,21.8,1677.4,22.5,Low
Arunachal Pradesh,28.529852,93.498722,99.1,0.464,20.8,913.6,21.3,Low
Sikkim,28.125817,88.24801,71.8,0.31,17.6,1095.2,17.6,Low
Manipur,24.431128,94.261455,255.5,0.38,36.7,946.1,21.2,Moderate
Manipur,25.254101,94.672926,114.7,0.53,29.0,1250.9,21.8,Moderate
Sikkim,27.245763,88.718198,51.2,0.077,7.4,172.5,28.6,Low
Tripura,24.081674,91.082933,85.9,0.182,31.6,2141.2,15.0,Low
Mizoram,22.90678,92.567595,102.6,0.215,34.3,1284.3,23.4,Low
Meghalaya,25.365389,92.748841,99.0,0.234,26.8,1308.5,18.8,Low
Tripura,23.928444,91.932979,169.1,0.293,21.3,735.4,33.0,Low
Sikkim,28.171941,88.339482,72.3,0.261,7.8,495.6,29.2,Low
Nagaland,26.723496,94.169062,256.8,0.39,30.8,1278.9,24.3,Moderate
Assam,27.652041,90.838143,46.2,0.312,52.4,2012.9,17.9,Moderate
Meghalaya,26.137223,90.456315,261.0,0.508,17.6,249.6,29.4,Moderate
Meghalaya,25.391465,92.068577,36.7,0.05,23.2,1290.3,21.9,Low
Manipur,24.548135,94.09478,49.0,0.123,2.0,157.4,27.0,Low
Meghalaya,25.533488,92.02711,135.3,0.468,51.2,2346.2,16.1,Moderate
Sikkim,27.273998,88.052612,236.0,0.506,24.2,667.1,27.3,Moderate
Nagaland,25.769866,94.248617,35.7,0.164,23.6,560.3,24.7,Low
Nagaland,25.519238,94.009595,95.8,0.206,58.6,2857.8,16.9,Moderate
Arunachal Pradesh,27.699949,91.815655,270.2,0.44,13.5,459.1,29.8,Moderate
Nagaland,26.308284,95.068687,93.3,0.087,29.0,976.3,30.3,Low
Tripura,23.142789,91.77715,139.7,0.416,15.6,252.4,26.9,Moderate
Nagaland,26.463004,94.138669,95.1,0.317,51.4,2460.8,19.3,Moderate
Manipur,25.132085,93.739317,78.6,0.05,24.5,1022.0,25.4,Low
Nagaland,26.158811,93.314706,55.3,0.168,35.5,1436.5,23.7,Low
Arunachal Pradesh,28.57516,95.137385,17.0,0.149,37.0,751.9,31.6,Low
Assam,24.161284,92.019976,268.6,0.374,27.8,928.0,27.0,Moderate
Sikkim,28.174838,88.378663,80.1,0.253,36.7,1171.0,24.0,Moderate
Manipur,24.753696,94.637874,277.9,0.568,22.1,1376.9,18.7,Moderate
Tripura,24.047619,91.756691,41.3,0.156,31.4,1015.4,23.5,Low
Assam,27.35078,95.145507,105.1,0.471,20.8,232.3,21.8,Low
Manipur,24.668087,93.855195,23.1,0.365,32.0,872.4,25.0,Low
Mizoram,22.903732,93.456718,75.3,0.252,45.3,2575.2,15.6,Moderate
Meghalaya,25.8366,90.049669,66.6,0.279,44.4,1944.0,22.6,Moderate
Mizoram,24.143695,92.824728,114.1,0.244,42.0,2336.4,14.5,Moderate
Nagaland,25.330632,94.399435,155.9,0.297,38.1,1999.5,18.0,Moderate
Assam,25.75209,95.229821,99.6,0.28,38.1,2050.2,20.5,Moderate
Nagaland,25.58759,94.952929,148.3,0.217,20.2,1869.1,19.2,Low
Meghalaya,25.669226,89.963831,53.7,0.243,45.8,1727.8,21.5,Moderate
Manipur,25.646506,93.922707,233.5,0.367,34.6,1721.7,22.5,Moderate
Meghalaya,25.349052,91.208221,24.7,0.268,31.9,1519.7,18.4,Low
Arunachal Pradesh,29.073573,93.176967,61.5,0.204,11.6,784.3,22.8,Low
Meghalaya,25.231212,90.187214,93.1,0.406,2.0,674.0,28.4,Low
Arunachal Pradesh,27.393578,95.790264,112.2,0.326,32.8,1325.2,20.0,Low
Meghalaya,25.565952,90.482445,88.8,0.241,38.2,1829.0,21.8,Low
Sikkim,27.199422,88.299457,113.8,0.16,24.9,1538.3,19.3,Low
Arunachal Pradesh,29.319773,93.386647,202.5,0.494,18.9,1123.5,26.1,Moderate
Assam,28.150121,92.756952,60.7,0.05,19.4,1080.3,28.4,Low
Nagaland,25.540411,95.08228,83.2,0.239,26.2,1856.0,18.5,Low
Tripura,23.636569,91.922573,58.9,0.283,23.4,945.4,24.0,Moderate
Nagaland,27.069052,93.400351,292.3,0.461,35.1,1117.7,20.2,Moderate
Mizoram,22.151406,93.136594,429.5,0.752,31.2,1717.5,16.8,High
Nagaland,25.735468,93.668603,83.3,0.277,9.5,506.8,31.8,Low
Manipur,23.874788,93.039324,60.7,0.241,49.2,2496.8,15.7,Moderate
Sikkim,27.929383,88.12099,129.7,0.364,17.3,490.0,22.7,Moderate
Meghalaya,25.561265,91.61769,330.6,0.491,31.3,1275.0,21.1,Moderate
Mizoram,23.013715,92.235239,13.1,0.268,60.6,3092.8,12.2,Moderate
Manipur,25.288653,93.018924,39.6,0.173,35.9,1392.7,18.5,Low
Manipur,25.247591,94.607948,74.9,0.147,33.6,1995.4,14.7,Moderate
Arunachal Pradesh,27.79852,94.445484,185.4,0.364,13.1,1245.2,20.8,Low
Nagaland,26.106268,94.078417,180.7,0.46,24.6,1472.5,18.1,Moderate
Assam,27.727183,95.331781,154.2,0.301,44.8,1721.9,22.5,Moderate
Tripura,23.437306,91.799591,193.6,0.409,31.6,1241.9,22.8,Moderate
Assam,27.893012,95.760969,46.6,0.149,17.9,767.9,23.7,Low
Mizoram,23.223294,92.788672,58.7,0.268,33.0,911.5,28.0,Low
Sikkim,27.334433,88.862985,104.5,0.342,25.7,986.3,21.7,Moderate
Assam,24.59982,93.352926,47.1,0.06,45.7,1710.2,16.6,Low
Meghalaya,25.33906,90.637025,37.7,0.194,36.6,1432.3,22.8,Low
Assam,25.700868,95.992395,227.9,0.528,40.9,1481.2,22.9,Moderate
Mizoram,22.042912,92.952104,122.3,0.05,14.6,1346.5,24.8,Low
Tripura,23.032115,91.200877,3.0,0.08,43.3,1659.8,19.1,Low
Assam,25.846164,92.915899,189.9,0.296,24.2,620.1,26.3,Low
Meghalaya,25.310551,90.749371,182.1,0.448,13.9,618.6,25.8,Low
Arunachal Pradesh,26.760901,93.167709,74.4,0.151,37.2,1271.1,21.9,Low
Sikkim,28.15987,88.850237,35.1,0.05,20.5,868.7,24.6,Low
Mizoram,22.770684,92.94211,148.9,0.395,20.9,1074.6,18.1,Moderate
Arunachal Pradesh,29.228786,91.534011,39.4,0.336,19.2,1144.8,23.3,Low
Arunachal Pradesh,28.932051,96.716033,117.4,0.372,41.4,2059.3,14.9,Moderate
Arunachal Pradesh,26.773977,92.387962,142.5,0.454,29.3,1382.6,20.4,Moderate
Manipur,25.625418,93.967572,189.0,0.42,2.0,50.0,29.3,Low
Sikkim,27.017036,88.231869,205.9,0.516,55.4,1971.5,17.0,High
Tripura,23.61991,91.900782,80.0,0.26,17.3,326.5,27.4,Low
Nagaland,26.593005,95.290843,411.6,0.584,37.9,1016.1,21.5,Moderate
Sikkim,27.345013,88.484398,34.3,0.195,40.0,1684.6,16.2,Moderate
Manipur,24.813315,93.730161,173.8,0.443,15.9,511.8,22.5,Moderate
Nagaland,25.521408,95.254913,78.0,0.237,20.0,611.1,25.8,Low
Sikkim,28.023981,88.4485,53.3,0.25,14.9,80.4,27.0,Low
Arunachal Pradesh,28.309736,92.749936,32.8,0.212,37.7,2246.2,13.5,Low
Mizoram,23.313846,93.103461,109.0,0.355,39.1,1571.3,23.3,Low
Nagaland,26.178817,95.28057,90.7,0.143,24.1,986.9,20.3,Low
Meghalaya,25.73361,90.912921,91.1,0.187,56.1,2458.3,17.4,Moderate
Meghalaya,25.926582,90.311388,29.4,0.194,17.1,802.7,28.0,Low
Assam,25.614966,91.885841,16.0,0.435,27.9,1555.5,20.2,Moderate
Nagaland,26.020433,94.86356,132.2,0.214,52.2,2158.6,16.7,Moderate
Mizoram,23.15885,93.232219,99.3,0.213,23.4,1453.5,25.9,Moderate
Tripura,23.822382,91.44469,18.6,0.069,22.2,428.3,31.1,Low
Manipur,25.33896,93.428921,244.3,0.452,25.3,1466.4,18.2,Moderate
Arunachal Pradesh,27.173149,94.274766,42.1,0.198,30.4,1470.0,18.7,Low
Assam,25.095567,89.757248,132.0,0.293,42.9,1900.5,17.1,Moderate
Meghalaya,25.777957,91.333281,125.2,0.277,11.6,78.4,31.6,Low
Manipur,24.646484,94.740543,80.2,0.31,38.2,1837.4,22.2,Low
Manipur,24.885278,94.554177,173.4,0.077,4.8,953.0,23.7,Low
Arunachal Pradesh,26.918351,94.630636,266.8,0.549,34.8,642.0,24.5,Moderate
Tripura,24.288767,91.758037,253.6,0.62,35.3,2030.8,17.8,Moderate
Tripura,24.048823,91.483657,33.5,0.136,33.3,1067.6,22.7,Low
Nagaland,25.375654,94.215801,89.0,0.259,2.0,124.0,28.8,Low
Meghalaya,25.473375,92.401181,96.1,0.296,28.8,805.8,22.5,Low
Tripura,23.290392,92.256754,70.3,0.095,49.3,2638.0,13.6,Moderate
Mizoram,24.391159,92.521921,186.3,0.449,75.0,3500.0,12.8,High
Tripura,23.456883,92.164222,87.7,0.244,11.5,623.6,23.8,Low
Manipur,25.636582,93.79819,62.9,0.142,33.1,1391.6,15.0,Low
Arunachal Pradesh,27.462991,94.393517,15.1,0.175,24.5,839.7,22.8,Low
Mizoram,23.6882,92.555517,188.0,0.384,19.4,355.6,30.0,Moderate
Nagaland,26.599299,93.403315,144.4,0.256,25.7,1503.6,25.8,Moderate
Meghalaya,25.059153,90.958863,94.4,0.318,50.0,2542.3,15.0,Moderate
Nagaland,25.871599,93.931266,223.0,0.344,40.9,2044.5,17.9,Moderate
Manipur,24.732938,93.57732,162.7,0.498,29.4,1721.1,17.4,Moderate
Mizoram,22.399871,92.60231,148.7,0.379,17.5,801.4,30.3,Moderate
Mizoram,24.434751,92.734447,241.9,0.407,53.7,2648.4,14.7,Moderate
Mizoram,23.056253,92.949508,93.3,0.197,11.4,902.5,23.2,Low
Manipur,25.668347,93.434882,159.2,0.341,65.5,2758.4,13.3,High
Manipur,25.094436,94.288772,85.6,0.294,56.2,1906.8,22.2,Moderate
Nagaland,26.353916,93.477157,21.6,0.084,26.9,966.4,26.1,Low
Assam,26.842864,90.103797,32.9,0.05,9.3,283.5,27.3,Low
Nagaland,26.332671,94.779162,26.6,0.165,24.6,1505.7,18.8,Low
Meghalaya,25.253164,92.324866,129.0,0.181,43.0,2396.1,16.6,Moderate
Arunachal Pradesh,26.591061,96.140971,192.6,0.433,29.6,1040.8,25.3,Moderate
Mizoram,23.096856,92.482864,110.5,0.203,35.7,1181.3,22.0,Moderate
Assam,24.561868,95.705835,56.4,0.133,27.6,830.4,25.6,Low
Arunachal Pradesh,26.717997,92.595014,193.9,0.425,15.0,944.4,24.3,Low
Assam,25.460854,93.60748,109.2,0.17,29.4,231.2,27.9,Low
Tripura,23.771682,91.163337,47.2,0.349,22.2,835.4,22.0,Moderate
Tripura,23.363565,91.310377,112.1,0.3,44.7,1092.2,25.0,Low
Sikkim,27.256251,88.37003,137.4,0.475,23.4,1499.7,22.3,Moderate
Tripura,24.02645,91.282689,126.8,0.203,14.3,1014.6,23.1,Low
Nagaland,25.89669,94.081835,66.5,0.15,16.5,910.7,22.4,Low
Tripura,24.46233,92.241066,43.8,0.2,75.0,2840.9,6.7,Moderate
Manipur,25.320261,93.434986,54.3,0.05,53.7,1866.7,20.2,Low
Mizoram,22.076897,92.611975,32.9,0.334,25.5,1370.0,20.1,Low
Nagaland,25.70691,94.311852,205.9,0.556,2.0,366.1,26.8,Moderate
Arunachal Pradesh,28.833184,96.220776,87.3,0.05,29.3,1147.7,19.9,Low
Sikkim,28.013837,88.323708,85.2,0.267,41.0,1886.0,15.2,Low
Sikkim,27.824681,88.281551,244.5,0.402,42.3,1609.6,22.1,Moderate
Sikkim,27.073087,88.631409,177.5,0.131,22.9,1332.9,16.9,Low
Arunachal Pradesh,26.529483,93.750504,40.1,0.115,22.9,1154.0,19.4,Low
Arunachal Pradesh,27.488138,95.313576,101.9,0.275,29.5,840.6,21.8,Low
Arunachal Pradesh,28.798736,93.17252,313.3,0.3,13.0,853.8,25.0,Moderate
Arunachal Pradesh,28.934881,93.116542,253.6,0.346,20.0,1024.8,22.4,Moderate
Sikkim,27.535592,88.654317,178.0,0.211,44.7,2808.7,12.2,Moderate
Sikkim,27.831504,88.888632,94.1,0.378,50.3,2677.9,17.3,Moderate
Assam,24.945676,93.872603,244.4,0.282,17.8,1592.3,21.8,Low
Nagaland,26.358396,95.130197,109.3,0.453,22.7,1025.2,26.7,Low
Mizoram,22.306542,93.177338,4.8,0.05,26.1,1175.3,23.1,Low
Tripura,23.80923,91.357066,122.9,0.316,20.1,685.3,24.6,Low
Tripura,23.659096,91.43391,43.7,0.238,42.7,1224.6,17.0,Moderate
Manipur,24.900695,94.600201,45.5,0.147,40.5,2341.2,14.9,Low
Sikkim,27.683166,88.56855,2.4,0.232,4.7,733.7,21.9,Low
Manipur,24.785621,93.092098,118.1,0.208,53.8,2294.8,19.0,Moderate
Nagaland,25.642431,94.284003,110.2,0.235,40.1,1819.9,21.6,Moderate
Nagaland,25.789447,93.663527,96.5,0.314,61.7,2337.8,15.7,Moderate
Manipur,24.757852,93.581058,31.1,0.232,44.7,1754.0,18.8,Moderate
Sikkim,27.309729,88.417587,287.3,0.654,7.6,356.4,24.1,Moderate
Manipur,24.05324,94.669942,100.0,0.45,19.4,846.1,25.8,Low
Tripura,24.288323,91.919907,164.0,0.265,32.5,1651.6,23.0,Moderate
Assam,24.446098,94.588027,106.0,0.266,21.4,716.4,28.4,Low
Tripura,24.192732,91.998094,228.9,0.484,33.4,1641.6,19.9,Moderate
Meghalaya,25.136759,91.731724,127.2,0.353,21.7,400.9,28.8,Low
Sikkim,28.00119,88.519618,36.4,0.201,54.9,1604.8,24.2,Low
Sikkim,27.775689,88.412527,18.7,0.315,27.3,1921.9,21.0,Low
Mizoram,23.274639,92.24469,127.6,0.409,44.1,1835.7,16.3,Moderate
Arunachal Pradesh,28.416889,91.94796,257.2,0.396,28.1,2015.4,17.0,Moderate
Meghalaya,25.522018,90.677965,155.4,0.25,53.2,1693.1,21.7,Moderate
Nagaland,26.236313,93.566833,93.7,0.32,34.5,1129.7,21.0,Low
Sikkim,27.829972,88.71551,189.4,0.406,56.6,1389.5,21.7,Moderate
Manipur,24.110373,93.187764,155.3,0.415,43.5,1784.2,19.1,Moderate
Meghalaya,25.174619,92.431383,64.0,0.337,39.4,1011.5,18.7,Moderate
Mizoram,23.273292,92.807439,86.2,0.05,60.5,1653.1,18.1,Moderate
Nagaland,25.402752,94.599112,81.5,0.21,29.1,894.9,21.7,Low
Arunachal Pradesh,29.103999,96.055022,123.8,0.279,20.2,1002.2,26.7,Low
Arunachal Pradesh,28.378164,91.914033,20.5,0.159,60.2,3364.7,11.4,Moderate
Mizoram,22.192232,92.264102,103.1,0.385,14.6,1083.0,23.4,Low
Mizoram,22.569446,92.37636,203.4,0.387,28.5,887.4,25.7,Moderate
Manipur,24.294091,93.693105,95.1,0.05,24.2,1070.5,19.6,Moderate
Sikkim,28.131579,88.549338,60.2,0.299,2.0,278.6,27.4,Low
Arunachal Pradesh,29.004921,95.406933,129.4,0.275,54.2,1459.1,22.5,Moderate
Nagaland,25.413756,94.771841,45.9,0.12,11.0,1303.4,21.9,Low
Meghalaya,25.330119,91.717324,128.8,0.386,30.6,973.9,27.8,Moderate
Nagaland,25.847828,95.295345,97.1,0.34,39.1,1548.6,17.0,Moderate
Assam,25.106916,91.458522,46.6,0.237,37.9,1443.7,20.2,Low
Assam,27.908823,89.85526,123.6,0.394,42.7,842.2,26.6,Moderate
Mizoram,23.711391,93.142924,26.2,0.061,2.0,50.0,27.9,Low
Manipur,25.389119,94.753991,131.0,0.143,21.2,1368.5,23.5,Low
Assam,28.097528,90.111244,220.4,0.479,52.5,1896.9,17.4,Moderate
Arunachal Pradesh,28.965518,95.054705,148.6,0.376,32.5,1075.6,26.2,Moderate
Nagaland,26.42995,93.5567,203.2,0.542,18.7,1094.5,25.5,Moderate
Nagaland,26.435356,95.264965,93.7,0.308,39.4,1194.0,25.1,Low
Mizoram,24.270728,92.77087,86.8,0.143,6.3,1103.0,19.3,Low
Sikkim,27.047938,88.326064,190.6,0.398,32.5,954.0,23.6,Moderate
Sikkim,27.991668,88.631349,192.5,0.46,20.6,717.6,25.4,Moderate
Meghalaya,25.551212,89.965305,130.4,0.477,40.6,1302.8,21.6,Moderate
Mizoram,23.009926,92.809732,182.0,0.476,40.8,2119.1,18.4,Moderate
Tripura,24.385689,91.833412,162.0,0.408,39.7,1660.5,18.2,Moderate
Meghalaya,25.373983,91.375955,78.3,0.241,28.3,1633.7,17.8,Low
Tripura,23.005688,92.264339,58.4,0.273,46.4,1356.4,19.6,Moderate
Sikkim,27.432072,88.430081,209.1,0.481,37.7,1612.4,20.9,Moderate
Mizoram,22.823738,93.087265,106.0,0.188,39.0,2000.5,19.9,Low
Tripura,23.959571,91.929919,142.7,0.391,34.8,814.2,24.2,Moderate
Mizoram,22.597172,92.610369,82.8,0.246,2.0,516.7,27.2,Low
Mizoram,22.225653,93.052163,55.5,0.184,43.4,1563.0,21.0,Low
Sikkim,27.047757,88.537914,353.6,0.5,18.1,772.5,26.1,Moderate
Meghalaya,26.043635,92.472496,133.2,0.35,36.1,211.6,29.6,Low
Meghalaya,25.538845,91.177911,158.9,0.332,33.3,1047.0,21.5,Moderate
Mizoram,22.10012,93.071995,243.1,0.404,33.8,670.9,25.0,Moderate
Assam,27.44929,91.241327,234.6,0.339,35.4,1301.9,20.0,Moderate
Manipur,24.600472,94.509911,61.2,0.088,28.3,1123.4,26.7,Low
Sikkim,28.052545,88.218862,105.2,0.42,3.7,460.8,30.0,Low
Manipur,24.846084,93.346488,175.1,0.389,2.0,439.7,24.1,Low
Manipur,23.99357,94.640017,303.4,0.604,15.6,1047.8,21.2,Moderate
Meghalaya,25.984609,92.080105,288.8,0.438,40.9,1163.9,19.4,High
Meghalaya,25.05852,92.331186,139.0,0.254,40.3,1567.1,22.6,Moderate
Assam,25.839785,91.857089,129.0,0.199,57.9,2799.0,14.4,Moderate
Manipur,24.838305,93.164436,183.2,0.325,19.3,1044.4,26.5,Low
Manipur,25.237628,94.048383,280.3,0.529,47.4,1902.0,19.2,High
Mizoram,22.385134,92.444702,133.9,0.253,26.1,1666.4,21.4,Moderate
Meghalaya,25.221098,89.971007,155.5,0.302,38.4,1441.3,23.6,Moderate
Manipur,24.916817,94.512627,209.7,0.4,30.7,1466.9,20.7,Moderate
Nagaland,25.233247,93.398009,101.0,0.358,14.2,78.0,27.5,Low
Assam,26.405635,94.862823,90.1,0.481,2.0,509.0,25.8,Low
Tripura,23.422782,91.454499,158.5,0.379,11.5,139.4,29.9,Low
Nagaland,26.333058,93.848426,214.8,0.273,45.9,1540.1,24.8,Moderate
Nagaland,25.250556,94.770457,192.0,0.553,35.9,2107.8,17.0,Moderate
Tripura,23.90104,91.754983,168.2,0.398,21.0,1114.2,23.4,Low
Sikkim,27.890021,88.607708,66.6,0.346,61.7,3174.1,12.9,Moderate
Sikkim,27.247058,88.317233,69.3,0.296,15.9,1187.4,20.8,Low
Assam,24.529663,90.518099,145.1,0.147,44.4,2540.4,14.7,Moderate
Nagaland,26.484772,95.0172,130.2,0.314,18.7,1039.4,26.8,Low
Manipur,25.629192,94.131025,95.8,0.218,33.1,1520.4,21.9,Low
Meghalaya,25.220922,90.116951,232.4,0.411,40.2,2297.5,15.9,Moderate
Assam,27.413974,93.346166,139.9,0.556,48.4,2127.2,16.7,Moderate
Mizoram,23.507541,93.215901,172.7,0.394,53.7,2397.2,13.6,High
Tripura,24.025244,92.084796,51.6,0.05,44.7,1610.7,19.0,Low
Nagaland,25.306806,94.795041,95.7,0.098,62.7,1733.3,17.1,Moderate
Assam,27.573582,91.502651,14.5,0.242,46.7,1819.8,21.4,Low
Arunachal Pradesh,28.421342,93.227891,89.9,0.297,13.6,93.9,29.6,Low
Arunachal Pradesh,29.373913,91.68383,125.9,0.317,44.7,1994.4,18.4,Moderate
Sikkim,27.695751,88.149853,89.5,0.174,12.9,427.9,27.7,Low
Tripura,24.039552,91.228657,61.6,0.203,23.5,1317.2,23.3,Low
Meghalaya,25.28246,91.283112,182.3,0.294,46.2,1484.4,25.9,Moderate
Manipur,25.538186,93.381086,164.7,0.448,42.2,2096.4,21.7,Moderate
Meghalaya,25.173088,92.07693,90.1,0.285,39.4,1628.7,18.9,Moderate
Meghalaya,25.600743,92.535355,100.9,0.466,14.9,1767.5,22.4,Low
Meghalaya,25.175937,91.737784,164.1,0.449,40.4,2268.2,21.8,Moderate
Tripura,23.272607,91.203789,42.2,0.05,20.3,1106.2,25.0,Low
Meghalaya,25.820115,91.581054,201.1,0.449,26.8,860.3,23.9,Moderate
Mizoram,23.862551,92.602301,57.6,0.281,23.1,943.4,22.1,Low
Tripura,23.616755,91.527113,92.7,0.393,32.1,2283.7,16.8,Moderate
Mizoram,24.458633,92.579924,113.0,0.462,21.1,1102.8,24.1,Low
Tripura,23.371708,91.460913,12.5,0.146,26.7,1368.4,20.0,Low
Sikkim,27.677513,88.22709,50.8,0.141,2.0,50.0,29.3,Low
Assam,27.844218,91.373819,83.4,0.345,47.1,2361.4,13.8,Moderate
Arunachal Pradesh,29.187447,92.069113,22.0,0.268,28.2,1230.9,22.1,Low
Meghalaya,25.787875,92.520957,15.1,0.296,13.6,624.0,22.0,Low
Sikkim,27.202499,88.871494,44.6,0.236,17.8,1643.1,20.4,Low
Assam,25.90211,95.658005,113.2,0.349,26.1,420.0,26.6,Low
Arunachal Pradesh,28.53046,93.158728,281.4,0.453,45.3,1704.8,18.1,Moderate
Nagaland,25.557775,93.90747,132.8,0.27,20.8,103.2,29.0,Low
Manipur,23.976733,93.258962,70.5,0.379,34.2,1986.3,19.2,Low
Mizoram,22.172117,92.749827,72.7,0.315,19.1,1262.1,23.4,Low
Nagaland,26.711599,93.582767,80.6,0.223,19.1,1154.2,20.0,Low
Tripura,23.108513,91.836458,34.2,0.264,46.7,1805.2,20.5,Low
Arunachal Pradesh,27.091549,92.036855,168.4,0.202,9.8,1612.6,19.5,Low
Nagaland,25.517012,95.147463,145.7,0.295,26.1,1247.5,21.4,Low
Manipur,25.360795,93.637316,39.9,0.05,39.3,1156.3,23.5,Low
Sikkim,27.786985,88.483548,29.3,0.144,33.2,2109.6,16.2,Low
Arunachal Pradesh,28.531373,95.254691,99.9,0.294,42.3,2467.2,17.2,Moderate
Nagaland,26.394595,93.832203,111.6,0.187,22.1,638.7,27.5,Low
Mizoram,22.001417,92.792237,35.5,0.09,30.8,1726.0,15.0,Low
Mizoram,24.216532,92.940346,31.4,0.142,54.7,2707.6,15.5,Moderate
Assam,27.496042,95.947233,94.8,0.2,11.4,1005.0,24.3,Low
Nagaland,25.510871,94.683555,97.6,0.05,23.0,636.5,28.1,Low
Meghalaya,25.809152,92.739866,205.9,0.277,25.6,463.4,27.5,Low
